concept, description
自动概念映射, 概念相关的解释是在文档上和代码中的，程序应该能自动读取精炼文档，自动绑定代码与文档。当一方更新时，另外一方会自动更新。
精炼文档，编写一个非常简短的文档，用于描述核心域和核心元素之间的主要交互过程。
